Store_locations_ID,Text_ID,Text,aspectCategory,sentiment
17,4362,delicious food great ambience good music and amazing service by brother turki beef burger was to die for very juicy and delicious a place you must visit that is value for money and not harsh on your wallet,"staff, food","positive, positive"
17,4363,i had egg benedict and coconut cappuccino they were really good the mushed avocado was a bit oniony for my morning preference but it still tasted good staff were extremely nice considering i was the first to be served at am__,dessert,positive
17,4364,we enjoyed the food and the atmosphere the variety was great u can visit for breakfast or branch or simply for sweet,staff,positive
17,4365,the place is quite it can for a nice gathering of family of friends it is not pricey the food was simple with healthy toppingsgood for breakfast quick healthy snack at night we had taken also some orders as take away definitely will visit them again in the morning,food,positive
17,4366,friendly staff good food will be coming again please make the ac colder we ordered the baglawa french toast which was excellent qishta cream on top with a hint of rose and a sprinkle of pistachio we also ordered the tuna sandwich and the roasted chicken sandwich both very good,ambience,negative
17,4367,i tried the apple crumble it was perfect __ the chocolate was also amazing but it was very pricey i cam in only for deserts almost sr for french toast its just toast and eggs man,"staff, food","positive, positive"
17,4368,very friendly staff,food,positive
17,4369,good and sweet but please put the brand on the cups i wish there was a list of the existing types but __ i recommend it,food,positive
17,4370,unfortunately the girl who works by god smokes inside the food truck while making juices unfortunately it is a disgusting sight and also without a mask if only photography was not subject to punishment i swear i would have photographed it and removed the provocative disdain from it,"place, food","positive, positive"
17,4371,mashallah the food and mojitos are amazing they have the best mojitos and the female employees are so kind it is amazing god willing that every day we have a new addiction ____,"service, food","positive, positive"
17,4372,honestly i would prefer to see you have food the mojito is,food,positive
17,4373,mojito the best mojito flavors and the shawarma tastes bitter i congratulate them ________,food,positive
17,4374,one of the best places to make mojitos it has become one of my favorite places and god willing i am there every day,food,positive
17,4375,thank you lulu i congratulate you the potatoes are worth it __________,drinks,positive
17,4376,their mojitos and shawarma are amazing,dessert,positive
17,4377,very good,staff,positive
17,4378,worth the hype their hasawi cookies are softttt flavorful and speaks heritage,dessert,positive
17,4379,the best hot chocolate in jeddah best cookies too ______we are regulars obviously _____,drinks,positive
17,4381,i always order coffee of the day and cold brew i love the pecan croissant __ its very good and the lemon ice cream is the best the staff are very friendly,drinks,positive
17,4382,cookies didnt like it maybe not my style cappuccino and their bean taste good dates cake was good,food,positive
17,4383,everytime i come the lemonade tastes different sometime they add more water sometime less flavor etc it tastes completely different that the one in khobar,price,positive
17,4384,amazing __,place,positive
17,4386,ice cream very good,"place, staff","positive, positive"
17,4387,chocolate cortado is so yummy d thank you and the prices are good,food,positive
17,4388,super cozy and perfection all over the place and their coffee is perfectly chosen sure coming again __,place,positive
17,4389,happy to find alternative mile option but not much only soy coconut milk take time to serve coffee,service,positive
17,4390,friendly staff great coffee and cozy place i highly recommend it,place,positive
17,4391,desert selection could be better but the black coffee is good,"ambience, place","positive, positive"
17,4392,the coffee is good and the place is very nice when its not crowded,place,positive
17,4393,recommended excellent,place,positive
17,4394,very chill and fun place to hangout with friends has board games and etc,place,positive
17,4395,comfortable place esspresso for sar very annoying loud music,"drinks, food","positive, positive"
17,4396,cozy place perfect coffee and fabulous vibes first time in hoot and absolutely coming again and again __,food,positive
17,4397,cozy place perfect coffee and fabulous vibes cant wait to come again ____,place,positive
17,4398,wonderful place i like it,"price, place","positive, positive"
17,4399,best cold brew in jeddah,place,positive
17,4400,banoffee pie yum,place,positive
17,4401,nice place to chill,service,positive
17,4402,nothing special about this place its just overpriced for average coffee and sweets,"drinks, place","positive, positive"
17,4403,good place for studying nd reading decent staff,place,positive
17,4404,great calm place to enjoy drinking coffee,service,negative
17,4405,very friendly vipe it will always be a choice for having good time,"place, location","positive, positive"
17,4406,amazing place and drinksdont forget to try the ice tea,staff,positive
17,4407,nice place to visit during the day,place,positive
17,4408,i had one of the worst visit waiting min and no one call me,ambience,positive
17,4409,mazing wonderful nice space and fantastic coffee with different flavors the location is great near to sea,"ambience, drinks","positive, positive"
17,4410,very cozy environment with room for improvement good coffee super friendly staff the owner is very welcoming and im absolutely coming back,"ambience, place","positive, positive"
17,4411,quiet and chill place with best coffee barista either to hang out with friends or playing board games this is the e place,service,positive
17,4412,iced v is highly recommendedand the atmosphere is awesome,place,positive
17,4413,super nice and quiet atmosphere perfect for studying and work coffee is really good my favorite is the matcha i definitely recommended visiting,"service, ambience","positive, positive"
17,4414,a very cozy nice atmosphere would recommend if youre looking for a quiet chill and gorgeous place __ very underrated,service,positive
17,4415,we had such an amazing day there and will be repeated again inshaaallah __ i super enjoyed their coffee and they also have a good variety of food choices ____ super proud of the team __ the girls were incredibly nice and sweeeeet thank you so much for the experience ______,place,positive
17,4416,very cozy and chill place the owner and the staff are very friendly the lavender coffee is amazing and the konafaa as well highly recommended ________,place,positive
17,4417,amazing service wonderful atmosphere and best v,service,positive
17,4418,great coffee made by the barista mustafa,"price, ambience","positive, positive"
17,4419,amazing place good matcha ____,drinks,positive
17,4421,amazing service great coffee pleasant atmosphere,place,positive
17,4422,great coffee convenient price and lovely decore,ambience,positive
17,4423,speciality coffee can take you to nice mood__,place,positive
17,4424,example of perfectionism,"place, staff","positive, positive"
17,4425,nice cozy place,place,positive
17,4426,nice and calm cafe,"price, ambience, place","positive, positive, positive"
17,4427,nice place not only billiard it has also many games with their tables as well i like that smoking isnt allowed the billiard cue is good quality one,staff,positive
17,4428,the place is comfortable clean and very wonderful and the staff were interested in the customers____,"service, staff","positive, positive"
17,4429,this establishment is nice go to place for those who like to enjoy a game or two of billiardspool they also have dart boards table tennis and a coffee shop inside they sell drinks however they dont have a lot to choose from staff are friendly nice and accommodating it has a huge parking space,"place, staff","positive, positive"
17,4430,one of my best places to chill at either in playing billiard or baloot or watching big football games too the coffee or food in general is good the atmosphere is really healthy and the prices are realistic,place,positive
17,4431,amazing staff kind and you will have fun,place,positive
17,4432,the place and the food is good but the staff were amazing and that sets it apart from other cafes especially  wesam  he was fully aware pf his job requirements very professional yet also friendly really good overall customer service performance __,place,positive
17,4433,sadly this place is very far from where i live but definitely worth trying has variety of games and the ppl there are so respectful especially the staff they are all very helpful and id like to give special thanks to the employee wesam he was always ready to help,"price, place","positive, positive"
17,4434,the place is very nice and quiet in mornings n they have a real nice employee his name is wesam,place,positive
17,4435,this place is wonderful its my getaway place everyone is so nice specially wesam,place,positive
17,4436,tables is great but need more attention and services the cafe is unqualified to the place at the end its not bad to spend some time on it,place,positive
17,4437,everything they have is excellent the place is very beautiful relaxing with very reasonable prices and the best part is that its next to my house __,food,positive
17,4438,very classy place in their treatment hospitality sessions coffee and delicious desserts ____ i recommend you to visit and try it out __,place,positive
17,4439,mashaallah may allah bless them the place is very beautiful and calm and very clean,place,positive
17,4440,the place is clean and quiet perfect for coffee time,"dessert, food","positive, positive"
17,4441,something amazing honestly i tried the spanish coffee the lavender signature and the date cheesecake i will definitely order again god willing ______________,place,positive
17,4442,the coffee is of high quality and delicious the place is relaxing and the reception is excellent __,place,positive
17,4443,the place is beautiful and quiet worth visiting again __,service,positive
17,4444,the coffee and dessert are excellent,drinks,positive
17,4445,an artistic place in everything __,place,positive
17,4446,a very great caf i recommend you to visit,dessert,positive
17,4447,excellent service,clean,positive
17,4448,their v coffee is amazing _____,place,positive
17,4449,the place is beautiful and relaxing mashaallah i recommend it,place,positive
17,4450,the san sebastian dessert is delicious the cortado is just right and the espresso is also perfect,price,positive
18,4451,i only passed by the coffee shop it drastically change over timei only orded their espresso single origin from ugandait was slightly fruction medium body and economy affertastebut it wasnt a clean cop and im sure they can do better ______,"drinks, place, staff","positive, positive, positive"
18,4452,clean and good place to hangout and studythey have many edlets which is so amazingthe ited molcha was goodthey have speecal ich tea drink that was ok as welli like,drinks,positive
18,4453,its a nice place they have the best coffee and cake ive ever tasted it was removed by the barista faisal he is very helpful and reserveful,"drinks, place","positive, positive"
18,4454,well educcated barista great coffee and spacethe coffee is highly recommended for people who has work to get donealso prices are fair for the quality and environment ____,"decor, ambience","positive, positive"
18,4455,its a perfect place for workstudy morning eventing they offer a variety of hot cold drinks deserts i enjoyed the flat white and cemex the while atmosphere of the cafe is lovely they have a great tast of musicand the staff are so friendly highly recomment place,place,positive
18,4457,vry nice place i like thems products and the specialized coffee_ __ they got so deicalous sweet ________,staff,positive
18,4458,great settings and decorancs i tric latte and cappuccino baristas are great music isnt loud so you can study or read i love the vibe and you must try,clean,positive
18,4459,this cafe is one of my favorite placeshighly recomment __,place,positive
18,4460,nice contemporary environment with great hospitality from the baristapresentation is fantastic as wellfound a nice spot to work for a few hours which is always a bonus,drinks,positive
18,4461,a very calm and collecated cafe everything is amazing from the selection of coffees that their have available to the seather and most importantly of their staff is the kindest ive interacted with them s goits anazing cafe to study work in,drinks,positive
18,4462,i love the coffeebutwhere i went upstairs i saw a roll of toilet paper on the long table in the middle tissues on the floor plaastic wrappers everywhere and the tables were dirtythe pillows aret in their place so that made me think that the employees dont clean after costumersone of the guys working there was sitting on the count with him leg up which i didnt appryciat at alli work at a restaurant and i know for a fact that is ant how it show bethe dirtins of the place made me feel like they welfting clean their coffee tools eight,drinks,positive
18,4463,really nice cafe with card games,price,positive
18,4464,vry great i love it we were people one got a cortado and i got the iled latte and it was amazing __ and there was the games to play like chess and dominos and lots of more games it was vry fun __ i recommen so ha jakarooif people will to play,service,positive
18,4465,all coffee tys,service,positive
18,4466,good coffee but,drinks,positive
18,4468,great brand development along with perfect service and products,ambience,positive
18,4469,i recomment spanish latte and cortadothe sweets and cake were deliciousthe customer service is good overall the place is very comfortablethefore you can do serous work or studying,"drinks, place","positive, positive"
18,4470,highly recommended best coffee i had ever tasted first visit but wouldnt be the last,staff,positive
18,4471,we orded flat white regular milk sar each flat white coconut milk sar crunchy cake sar the flat white went actulaly that good they were kinda burned and the amount wast even for every cup mine was almost the cup filled the cake was yummy the decor is so simple and cozy good environment for working and studying children are allowed so it is might be enteremely annoying and difficult to focus sometimes,place,positive
18,4472,so cozy and comfortablegreat atmosphere alongside with my fav cupfee bringing my children with me last time thought was not a good idea becuse i kind of got scopeed when they ran around,ambience,positive
18,4473,its a good place and barista khaled is a good man hes maike amazing flat white i like him coffee,"price, place","positive, positive"
18,4474,one of the best cafees in north obhur to study work and chill outthe atmosphere is nice the staff is so friendly also their fact which is so good,"price, place","positive, positive"
18,4475,nice cozy place great staff,drinks,positive
18,4476,i admit this coffee their day so qualified baristas and tasty sweets as well i came regularly in morning which they have a creming atmosphere for working in,"drinks, place","positive, positive"
18,4477,cozy place with great atmosphere and high quickei tried the v honduras and it was fantasticprices are reasons,place,positive
18,4478,the place is cosy but the chairs are not commentablecustomer service is goodcoffee is averagethe price is average sar for a cup of v,drinks,positive
18,4479,best white mocha ever never ordering from any other placebut really need bigger sizes,"service, place","positive, positive"
18,4480,great place love the brownies and cortado also tred the arabic latte whiche was always new and depicwonderful staff __,"place, staff","positive, positive"
18,4481,the best place i have visited before who work there all of them are so friendly delicious drinks nice dessrts ____,place,positive
18,4482,the ice spanish latt is wonderful it is the best that ve ever tried __,"ambience, place, staff, food","positive, positive, positive, positive"
18,4483,the service is excellentithe place is calm and nice,drinks,positive
18,4484,friendly staffnice serviceclean spacehighly recommentkeep up the good work,staff,positive
18,4485,good coffee chill and quiet place for work and studying,"service, ambience","positive, positive"
18,4486,staff are polite and fastdrinks are yummy and the place is cozy,service,positive
18,4487,great coffeewold comes again to have the v,place,positive
18,4488,amazing staff and cozy environment highly recommended for hang outs or work ____,drinks,positive
18,4489,good coffee great service and hospitality also a very chilled atmosphere and a comfortable sitting area,"service, price, ambience","positive, positive, positive"
18,4490,high quality for drinks stars for customer service __,food,positive
18,4491,theyve such helpful staff and they are kinds a wonderful place where you study ioorder cortado it was tasteful,ambience,positive
18,4492,one of the best coffees i ever tried,"service, place","positive, positive"
18,4493,good service nice vibes average prices,"service, ambience","positive, positive"
18,4494,good,place,positive
18,4495,i did not like the cappccino but the play atmosphere is perfect for working studying,dessert,positive
18,4496,nice place for gatherings coffee is good and yummy honey cake __ excellent service,"service, staff","positive, positive"
18,4497,great environment nice customer service i will pay them visit again nice job guys,place,positive
18,4498,try the colombian drib ____ nice place n good coffee,place,positive
18,4499,coffee honey cake are perv,place,positive
18,4500,coffee was really good professional services staff,place,positive
18,4501,nice place,place,positive
18,4502,cosy place with inside smoking area and the staff was so friendly and generous,"service, place","positive, positive"
18,4503,really comfy place loved their coffee and felt just like home thanks to yara for being super nice,"drinks, place","positive, positive"
18,4504,i went to the monochrome bookstore event held at this branch of the interior and vibes of the coffee shop were great very aesthetically pleasing their iced white mocha was great as well they have a great blend staff were great and patient as well very diverse place,"service, ambience","positive, positive"
18,4505,the coffee is amazing the place is cozy and comfortable but the service was a thanks to yara for making it an amazing visit for us,ambience,positive
18,4506,nice place i liked their coffee and yaras service was great ____,service,positive
18,4507,the ice tea was great and i loved the smoking area space great overall experience ____,"service, place","positive, positive"
18,4508,great atmosphere and service,"place, staff, food","positive, positive, positive"
18,4509,best coffee _ shop in the area great vibes relaxing good for meetings has a lounge and theres group games sequence uno jokaroo and chess come with your friends and enjoy the coffee,place,positive
18,4510,the ice teas are nice but is the coffee is below average the atmosphere and service are good,place,positive
18,4511,the best cafe ever amazing staff swift service cool deco and comfortable seating a great local place to chill and unwind im hooked,"place, staff","positive, positive"
18,4512,amazing staff and its a good place to chill i tried a banana bread and it was so delicious and the coffee was flawless __ all the best,place,positive
18,4513,excellent place for gathering in south obhur area,place,positive
18,4514,my favorite place and a special thank you for yara________,staff,positive
18,4515,really nice place to gather with friends and family the staff are very friendly and professional the ice spanish latte very yummi __ the san sebastian so delicious ______,"service, staff","positive, positive"
18,4516,nice place to lounge in,seating,positive
18,4517,if you want a quiet and spacious place with good coffee __ this is the place,place,positive
18,4518,the staff are amazing also they have the best caramel macchiato in the whole world ____,price,positive
18,4519,fast service and friendly staff good coffee taste i recommend the iced tea too,ambience,positive
18,4520,good coffee nice seating plans however music shouldnt be that loud,staff,positive
18,4521,my favorite spot really nice and quiet __,place,positive
18,4522,absolutely economic and taste is delecious,place,positive
18,4523,quite if wanna study or meet,place,positive
18,4524,friendly staff good vibes,"ambience, drinks","positive, positive"
18,4525,amazing place and coffee the best in the area,place,positive
18,4526,the best local cafe,"drinks, food","positive, positive"
18,4527,amazing place and coffee __,food,positive
18,4528,good coffee shop,place,positive
18,4529,nice area like it,food,positive
18,4531,good,place,positive
18,4532,best cafe in neighborhood__,place,positive
18,4533,unbelievable,price,positive
18,4534,i only passed by the coffee shop it drastically changed over time i only ordered their espresso single origin from uganda it was slightly fruity medium body and earthy aftertaste but it wasnt a clean cup and im sure they can do better ______,"drinks, place, staff","positive, positive, positive"
18,4535,clean and good place to hangout and study they have many electrical outlets which is so amazing the iced mocha was good they has special iced tea drink that was ok as well i like most about the place is the decorations and the cleanness,drinks,positive
18,4536,its a nice place they have the best coffee and cake ive ever tasted it was recommended by the barista faisal he is very helpful and respectful,"place, food","positive, positive"
18,4537,well educated barista great coffee and space the coffee is highly recommended for people who have work to get done also prices are fair for the quality and environment ____,seating,positive
18,4538,its a perfect place for workstudy morning evening they offer a variety of hot cold drinks deserts i enjoyed the flat white and cemex the whole atmosphere of the cafe is lovely they have a great taste of music and the staff are so friendly highly recommend place,place,positive
18,4540,very nice place i like their products and the specialized coffee_ __ they got so delicious sweet ________,staff,positive
18,4541,great seatings and decorations i tried lattee and cappuccino baristas are great music isnt loud so you can study or read i love the vibe and you must try,"place, location","negative, negative"
18,4542,this cafe is one of my favorite places highly recommend __,drinks,positive
18,4543,nice contemporary environment with great hospitality from the barista presentation is fantastic as well found a nice spot to work for a few hours which is always a bonus,staff,positive
18,4544,a very calm and collected cafe everything is amazing from the selection of coffees that they have available to the seating and most importantly their staff is the kindest ive interacted with and they always go the extra step to make sure you are satisfied overall its an amazing cafe to study work in,place,positive
18,4545,i love the coffee but the place from the inside was extremely dirty when i went upstairs i saw a roll of toilet paper on the long table in the middle tissues on the floor plastic wrappers everywhere and the tables were dirty the pillows arent in their place so that made me think that the employees dont clean after costumers one of the guys working there was sitting on the couch with his legs up which i didnt appreciate at all i work at a restaurant and i know for a fact that this isnt how it should be the dirtiness of the place made me feel like they wouldnt clean their coffee tools either,food,positive
18,4546,very great i love it we were people one got a cortado and i got the iced latte and it was amazing __ and there were games to play like chess and dominos and lots of more games it was very fun __ i recommend it also has jakaroo if people want to play,price,positive
18,4547,all coffee types are so delicious and staff so gentle,service,positive
18,4548,really nice cafe with card games,service,positive
18,4549,good coffe but the cups are very small,drinks,positive
18,4550,nice concept perfect atmosphere for gatherings studying chilling prices are good ____ barista omr thanx for the best flat wight keep going wish u all the best degrees looking forward for another branches u deserve to be all around __,food,positive
18,4551,great brand development along with perfect service and products,"service, place","positive, positive"
18,4552,i recommend spanish latte and cortado the sweets and cake were delicious the customer service is good overall the place is very comfortable therefore you can do some serious work or studying,drinks,positive
18,4553,highly recommended best coffee i had ever tasted first visit but wouldnt be the last,service,positive
19,4554,good test,location,positive
19,4556,delicious coffee,dessert,positive
19,4557,vry good customer service an many thinks to the gentleman named sumon khalifa for the service provided progssionally __,price,positive
19,4558,silence in the beauty beauty of the campus whoever visits his grandfather recommends visiting the place the resort is great from the other the service is wonderful the place is quiet and beautiful the site is wonderful and close to the city center,price,negative
19,4559,in february min charge was not brauni gave us a masterpiece of a masterpiece __ i liked it main deshes al qidah is very beautiful and the fo is wonderful,price,positive
19,4560,it is not worth a visit entry to the kufi is riyals for the person the comprehensive of the kufi and the solution the sessions are sweet but consumed captino is good ____ hala tiramisu is all karim ____ karim brolet text and text the truth is that you are activated to visit the place and i do not think you will enjoy the coffee my opinion,ambience,positive
19,4563,i tried the mahaito first take time for a quarter of an hour on mohitonote that it was not in it second the taste and the flavor i liked third the price is exaggerated for mahito take it from a better restaurant than it at a lower price with a bank and a sweet taste and the way i like it,place,positive
19,4564,beautiful and wonderful,price,positive
19,4567,nice place,place,positive
19,4568,half and half,service,positive
19,4569,wow,drinks,positive
19,4570,tat,service,positive
19,4571,a quiet place,service,positive
19,4572,a service that conforms to international standards very excellent,food,positive
19,4573,cappuccino flat white croissant professional this the best drink this cafe shop______,food,positive
19,4574,vry good drinks and friendly service,food,positive
19,4576,what a delicious croissant__,clean,positive
19,4577,yummy matcha,drinks,positive
19,4578,good,dessert,positive
19,4579,excellent ___,drinks,positive
19,4580,coffee on the continent transit street next to the northern response there is a car service coffee is good and the croissants are delicious i liked the packaging and cleaning i thank the anas brother for his good morals its dealings are excellent sophisticated i recommend trying it,drinks,positive
19,4581,god willing the haute chocolate drink for them as if you were the first time to drink you are very creative in it and a human being returned to his condition but i only come to a long time and their customer for their spread and their spread and expansion of competitors and strongly in everything,service,negative
19,4583,in the name of god the most gracious the most merciful they have the mahaito forms and each unit is better than the second and the taste is not described,service,positive
19,4584,the elysee is an excellent and distinctive enough very suitable and tidy and add to us in the sea and the turkish coffee above the imagination i like it with the last drop__,staff,positive
19,4585,frankly the coffee of pestashio vicky my grandfather adamayan i advise in it and i will not regret it,food,positive
19,4586,the best enough to try it in the northern sails of a recommendation and now their customer on a daily basis,place,positive
19,4587,the best coffee of the hot hole and the cookies are delicious and the treatment of a very sophisticated people may god grant him success,service,positive
19,4588,excellent by god i feed the coffee i drink it and from the grandfather of the employee a person is a creature and god bless you but why there is no number for communication,"price, drinks, place","positive, positive, positive"
19,4589,sweet and delicious taste and a sophisticated deal,drinks,positive
19,4590,v have excellent and the employee anas asal and his standing in morals and dealing with frankness i loved the place because of the employee,drinks,positive
19,4591,tried,"price, place","positive, positive"
19,4592,frankly the place you will be beautiful but beautiful and their service is wonderful and the employee is a good and respectful and his style is sophisticated their drinks especially the pistachio are a silver and my imagination i hope everyone will try it we requested the first day of the pestio pdis in the kofi employee and the second day we requested bastachio __ and the third on the day we came back and asked bastachio frankly khorafi is very well and condemns the employee who is else i hope to open a branch in khamis mushait and abha in which there is an important note i wish you would increase employees because the request is long because the kiosk is only one employee and the prices are high i wish you would download it,price,positive
19,4593,sufficiency is excellent and their coffee is sweet,food,negative
19,4594,the most beautiful cup of turkish coffee in the world may god bless you,"price, place","positive, positive"
19,4595,frankly they have a cheek and its dealings are very sophisticated the prices are very suitable and the place is sweet,"drinks, place","positive, positive"
19,4597,i tried the pistachio drink a recommendation from them and frankly the taste is terrible,staff,positive
19,4598,one of the best cafes is quality price taste and feeling its place is very wronged,service,positive
19,4599,the best coffee with you in a stachio spanish latte the place in general is special and everything __,views,positive
19,4600,god willing i have directed this enough one of the best enough caps,staff,positive
19,4601,i thank the management administration for the employee thank you i tried ace carmel and the pistachio spinch,place,positive
19,4602,the quality is very excellent the service is fast the essential and the croissant,service,positive
19,4603,very very very excellent excellent,drinks,positive
19,4605,they have a hall shelter wins,drinks,positive
19,4606,service and quality god willing ____,food,positive
19,4607,coffee is very excellent i recommend it,drinks,positive
19,4608,their coffin,"place, location","negative, negative"
19,4609,haute chocolate to have a water handling,staff,positive
19,4610,i took from them mohito mix to wipe out in the heat,drinks,positive
19,4611,thank you for the most delicious coffee in you sailing,drinks,positive
19,4612,the place is always closedi dont know the time in google open writersthe place is closedby god this is the second time and he is closedthe problem is from a far placeplease followers not to come before contacting because they are constantly locked,drinks,positive
19,4613,prices are sweet but i wish the employee would be understood so the coffee is because i asked him ice chicken i said we have and he went to my life completely far and i didnt know what is the ice,food,positive
19,4614,coffee,ambience,positive
19,4615,the dawn of chocolate in jeddah,food,positive
19,4616,delicious bitter cookies and coffee strong sweet ____________,decor,positive
19,4617,kofi was launched in the sacrifice,dessert,positive
19,4618,very beautiful,seating,positive
19,4619,good cookies,service,positive
19,4620,cool little coffee spot in a nice strip with two other shopsits a tight fit but well designed with nice decoroutdoor seating is also availablei really worked some ice tea and lockily them haadi got the orange flavor for myself and lemon to go for a friendboth were really good and hit the spotim stop by again if i was in the area,ambience,positive
19,4621,they dont have a much of desserts nether america coffee no wifi atmosphere is wonderful coffees too,drinks,positive
19,4622,small and cosy with both indoor and outdoor seating areas that are perfect for a quick coffee grab or meeting up with friendsi have to admit im quite in love with the concept of the cafe in general as from the name you can tell its your go to neighbourhood cafe whiche i think weve been lacking for quite some time in j eddah,staff,positive
19,4623,the drinks are usually good but they only have person in the premishescustomer service abd a welcoming attitude can bey improied for this be a trut neighborhood cafe,place,positive
19,4624,its actully closed while its showing its open in the mapi haad an important tasks i planned to do there but i wasd my time and effort,"ambience, place","positive, positive"
19,4626,their cappuccino is just milk and it is the world capacchino i have ever triedthe guy at the cashier shield be politethe one star i gave goes to the good decorationdont ever think to visit it again,price,positive
19,4627,nice place to study and the have the best waed tea,drinks,negative
19,4628,a good local coffee shop for obhur residence with outside seatures,"place, location","positive, positive"
19,4630,vry cosey and high qualityhighly recommended,food,positive
19,4631,the worst coffee ever i came times and i tred difference types of coffee latte spanish latte latte cold it all tast the same just milk and coffee thats it even the coffee beans are not grind well and not fresh the worst although i liked that they are setting other products that you see it instagram well known accounts,"price, place, staff","positive, positive, positive"
19,4632,this is one of the places which you can run for i mean that i love the coziness of the place and the smell of the wood all over the place also this place is one of the places which is new in jeddah and not relat ed tothe specialty coffee in away it make sense regard to its location and size still i love that its a neighborhood cafe cozy,drinks,positive
19,4633,fantastic cafe small neighborhood place had a latte whiche was excel my only recommentation is to add some music to set the mood,drinks,positive
19,4634,they have the best mojito____,ambience,positive
19,4635,freshly roasted coffee reasonably priced and vry nice and friendly staffa great place to be for coffee loversthank you,place,positive
19,4636,nice quite and perfect coffee,drinks,positive
19,4637,they have,drinks,positive
19,4638,nice coffee and iced tea __and their cookies are the best peopleful and quite suitable for reading,food,positive
19,4639,cozy and fastbut,ambience,positive
19,4640,good coffee but the place is super small,drinks,positive
19,4641,i like the coffee and the design too great experience,food,positive
19,4642,i like the spanish latte and the design too great experience,place,positive
19,4644,awesome coffee and a great design for a small shop __________,ambience,positive
19,4645,the coffee is not good at all they need to work on their coffee,place,positive
19,4646,the hot chocolate was nice and the desserts are yummy __,service,positive
19,4647,the best coffee in north abhor and cozy place,drinks,positive
19,4648,wow,drinks,positive
19,4649,the beans are award that good love the art,service,positive
19,4650,one of the best cafees in obhur,place,positive
19,4651,perfect ____ but take too much time slowly services,service,positive
19,4652,best lime ice tea ever,food,positive
19,4653,great coffee and great atmosphere,drinks,positive
19,4654,closes half an hour earlier,place,positive
19,4655,quiet place perfect employe,drinks,positive
19,4656,it dosnt open at am,drinks,positive
19,4657,soo small,service,positive
19,4658,must try the ice tea __,place,positive
19,4659,great place for drink,place,positive
19,4660,only espresso coffee,place,positive
19,4661,lemon ited tea ____,clean,positive
19,4662,calm and friendly,"drinks, place","positive, positive"
19,4663,comfortable place,place,positive
19,4664,loveing this concept ____________,service,positive
19,4665,my favorite place,drinks,positive
19,4666,by saying frankness the shop god willing is beautiful righteous and everything is arranged clean and beautiful but in one thing i liked it to be the prices it means the price of the americans as i saw riyals cabcino why and most of the shops are the current period these prices are much loweryou see prices or search for coffee and choufuthank you really beautiful,"service, food","positive, positive"
19,4667,the place is a righteous masterpiece and expands the chest a terrible interest in small details we fell in love with the first thing we entered unfortunately coffee was less than normal very bad we have to go down come up and wait for us to take coffee no one will show us i think i repeat the visit i hope to pay attention to the level of coffee,ambience,positive
19,4669,al makan is very beautiful and wonderful and the service is literally beautiful mr mustafa made my day thank you ___,"place, location","negative, negative"
19,4670,the coffee is amazing,service,positive
19,4671,cozy and them serv good hookah,staff,positive
19,4672,excellent music store drinks is careful to develop a youth store which will benefit me,ambience,negative
19,4673,i asked for two apples and the honeymaker did not flavor two apples,seating,positive
19,4674,a dirty caf full of flies are nonexistent,"price, ambience","positive, positive"
19,4675,excellent service is a male and god willing may god bless them,ambience,positive
19,4676,whether it can be tried in your life and if you deal with employees,price,positive
19,4677,the caf needs a more muffled outlet whose airspace and uncomfortable,place,positive
19,4678,after the amendment it went better and preferred but a question mark canceling the external sessions that all faces an excellent matches,ambience,negative
19,4679,a very wonderful caf in terms of price and service drinks of all kinds whether cold or beautiful lane suitable decorations and is considered the best popular cafe in al yaqout neighborhood and may be the only popular in the neighborhood,place,positive
19,4680,a very beautiful cafe,clean,positive
19,4681,very suitable and its prices are reasonable,clean,positive
19,4682,the place is beautiful and elegant but their luxurious honey and if they change it it is a taste of madri how to purify,place,positive
19,4683,everything was ruined in the cafe until the honey has become without taste,ambience,positive
19,4684,the place is excellent but i have a note,drinks,positive
19,4685,frankly enough clean calm romance clean shish license each one honey and juice,"clean, staff","positive, positive"
19,4686,silence a beautiful atmosphere and good prices it needs to prepare toilets and pay attention to their cleanliness,staff,positive
19,4688,it is not worth a visit to the honesty ghali and al mall not and the songs must be high,place,negative
19,4689,hot and cold drinks and provide all kinds of honey note the name of the cafe has changed from the hidden to nawal,location,positive
19,4690,caf excellent prices cleanliness service and spirit of beautiful staff ____ it deserves the visit every day,"service, price","positive, positive"
19,4691,a very excellent cafe frankly and employees serve them more than excellent __,price,positive
19,4693,the place needs attention and maintenance the chairs are uncomfortable and the air conditioning is bad and the toilets are very low,service,negative
19,4694,it is located on a lively street abdul majeed street in the northern sacrifice the workers dealings are good and upscale and the place is clean and remind them of zakraba,service,negative
19,4695,a terrible service art and sweet prices but the songs are brought up with dust from the foot greetings,service,positive
19,4696,thanks for the good deal the palm is good for me to deal with adults and the appropriate prices also i thank special thanks to ahmed and murad for good dealing with the salvation of the palm i come on a daily basis,price,negative
19,4697,honey shop and do not abound in health ____,price,positive
19,4698,ghali on al fadi al rallus and the tea riyals imposed and the shahi riyals because it is not for that degree,place,positive
19,4700,i hope everyone is visiting the hidden caf,clean,positive
19,4701,very bad honey without the taste of flavor and too expensive,"service, price","positive, positive"
19,4702,excellent cafe excellent grandmother wonderful honey excellent prices,food,positive
19,4703,the place is small but it is distinguished by the distinguished service,clean,negative
19,4704,walk you,food,negative
19,4705,simple clean calm sessions with honey and shish,clean,positive
19,4706,excellent for its price and service provided,service,positive
19,4707,normal,service,negative
